Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition, Pressure
21587, 5, 0, 0, 0, 322, 0, 0
1006, 1, 0, 0, 0, 2771, 0, 0
1016, 0, 0, 0, 0, 2781, 0, 0
1036, 0, 0, 0, 0, 2801, 0, 0
1046, 0, 0, 0, 0, 2815, 0, 0
1067, 0, 0, 0, 0, 2833, 0, 0
1081, 0, 0, 0, 0, 2850, 0, 0
1101, 0, 0, 0, 0, 2867, 0, 0
1117, 0, 0, 0, 0, 2881, 0, 0
1131, 0, 0, 0, 0, 2901, 0, 0
1152, 0, 0, 0, 0, 2915, 0, 0
1166, 0, 0, 0, 0, 2931, 0, 0
1181, 0, 0, 0, 0, 2950, 0, 0
1197, 0, 0, 0, 0, 2966, 0, 0
1216, 0, 0, 0, 0, 2984, 0, 0
1236, 0, 0, 0, 0, 3001, 0, 0
1247, 0, 0, 0, 0, 3017, 0, 0
1266, 0, 0, 0, 0, 3034, 0, 0
1287, 0, 0, 0, 0, 3050, 0, 0
1296, 0, 0, 0, 0, 3067, 0, 0
1311, 0, 0, 0, 0, 3082, 0, 0
1332, 0, 0, 0, 0, 3101, 0, 0
1351, 0, 0, 26, 0, 3117, 0, 0
1367, 0, 0, 8, 0, 3134, 0, 0
1382, 0, 0, 1, 0, 3149, 0, 0
1396, 0, 0, 0, 0, 3167, 0, 0
1417, 0, 0, 0, 0, 3184, 0, 0
1432, 0, 0, 2, 0, 3199, 0, 0
1452, 0, 0, 1, 0, 3218, 0, 0
1462, 0, 0, 0, 0, 3232, 0, 0
1486, 0, 0, 3, 0, 3251, 0, 0
1497, 0, 0, 0, 0, 3267, 0, 0
1512, 0, 0, 1, 0, 3281, 0, 0
1531, 0, 0, 0, 0, 3300, 0, 0
1552, 0, 0, 0, 0, 3317, 0, 0
1566, 0, 0, 0, 0, 3334, 0, 0
1582, 0, 0, 0, 0, 3349, 0, 0
1597, 0, 0, 0, 0, 3367, 0, 0
1616, 0, 0, 0, 0, 3384, 0, 0
1632, 0, 0, 0, 0, 3400, 0, 0
1647, 0, 0, 0, 0, 3417, 0, 0
1667, 0, 0, 0, 0, 3432, 0, 0
1682, 0, 0, 0, 0, 3450, 0, 0
1701, 0, 0, 0, 0, 3467, 0, 0
1712, 0, 0, 0, 0, 3484, 0, 0
1732, 0, 0, 0, 0, 3500, 0, 0
1752, 0, 0, 0, 0, 3517, 0, 0
1767, 0, 0, 0, 0, 3534, 0, 0
1781, 0, 0, 0, 0, 3550, 0, 0
1802, 0, 0, 0, 0, 3568, 0, 0
1812, 0, 0, 0, 0, 3581, 0, 0
1831, 0, 0, 0, 0, 3600, 0, 0
