Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition, Pressure
36292, 0, 2, 60, 1444293, 530, 0, 0, 0
1511, 0, 1, 69, 113, 3441, 0, 0, 0
1526, 0, 0, 68, 115, 3458, 0, 0, 0
1542, 0, 1, 68, 113, 3475, 0, 0, 0
1558, 0, 1, 67, 114, 3491, 0, 0, 0
1579, 0, 1, 67, 115, 3514, 0, 0, 0
1594, 0, 2, 68, 113, 3524, 0, 0, 0
1614, 0, 1, 68, 113, 3546, 0, 0, 0
1625, 0, 2, 69, 113, 3557, 0, 0, 0
1645, 0, 2, 68, 112, 3577, 0, 0, 0
1660, 0, 3, 68, 111, 3591, 0, 0, 0
1676, 0, 1, 67, 111, 3609, 0, 0, 0
1696, 0, 2, 67, 109, 3625, 0, 0, 0
1712, 0, 1, 68, 111, 3643, 0, 0, 0
1727, 0, 2, 69, 111, 3658, 0, 0, 0
1742, 0, 2, 68, 111, 3677, 0, 0, 0
1758, 0, 2, 69, 114, 3692, 0, 0, 0
1779, 0, 0, 66, 111, 3709, 0, 0, 0
1795, 0, 1, 68, 110, 3725, 0, 0, 0
1810, 0, 3, 68, 111, 3741, 0, 0, 0
1830, 0, 2, 68, 111, 3758, 0, 0, 0
1846, 0, 1, 67, 111, 3776, 0, 0, 0
1861, 0, 1, 68, 111, 3792, 0, 0, 0
1876, 0, 1, 68, 111, 3807, 0, 0, 0
1897, 0, 2, 67, 113, 3827, 0, 0, 0
1912, 0, 1, 68, 112, 3843, 0, 0, 0
1928, 0, 1, 68, 112, 3859, 0, 0, 0
1943, 0, 1, 68, 111, 3874, 0, 0, 0
1958, 0, 3, 68, 113, 3892, 0, 0, 0
1979, 0, 4, 68, 111, 3906, 0, 0, 0
1994, 0, 1, 68, 112, 3925, 0, 0, 0
2011, 0, 1, 68, 111, 3942, 0, 0, 0
2031, 0, 2, 68, 112, 3959, 0, 0, 0
2041, 0, 1, 68, 112, 3975, 0, 0, 0
2062, 0, 1, 68, 112, 3993, 0, 0, 0
2077, 0, 1, 68, 114, 4007, 0, 0, 0
2098, 0, 1, 69, 111, 4026, 0, 0, 0
2113, 0, 2, 67, 112, 4041, 0, 0, 0
2128, 0, 3, 69, 112, 4058, 0, 0, 0
