Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition
1277, 11, 0, 1022, 0, 3118, 0, 0
1293, 0, 0, 1023, 0, 3136, 0, 0
1314, 33, 0, 1023, 0, 3152, 0, 0
1330, 35, 0, 1023, 0, 3168, 0, 0
1345, 39, 0, 1022, 0, 3185, 0, 0
1366, 48, 0, 1022, 0, 3205, 0, 0
1377, 81, 0, 1023, 0, 3219, 0, 0
1392, 142, 0, 1022, 0, 3236, 0, 0
1408, 266, 0, 1022, 0, 3253, 0, 0
1429, 469, 0, 1023, 0, 3269, 0, 0
1444, 533, 0, 1022, 0, 3286, 0, 0
1466, 599, 0, 1021, 0, 3303, 0, 0
1476, 624, 0, 1022, 0, 3317, 0, 0
1497, 672, 0, 1022, 0, 3337, 0, 0
1513, 688, 0, 1022, 0, 3352, 0, 0
1528, 697, 0, 1023, 0, 3371, 0, 0
1544, 700, 0, 1023, 0, 3387, 0, 0
1560, 698, 0, 1022, 0, 3402, 0, 0
1575, 688, 0, 1023, 0, 3418, 0, 0
1592, 660, 0, 1022, 0, 3436, 0, 0
1612, 600, 0, 1022, 0, 3452, 0, 0
1629, 533, 0, 1022, 0, 3468, 0, 0
1644, 440, 0, 1022, 0, 3485, 0, 0
1665, 277, 0, 1021, 0, 3504, 0, 0
1676, 217, 0, 1023, 0, 3519, 0, 0
1696, 127, 0, 1023, 0, 3536, 0, 0
1712, 99, 0, 0, 0, 3551, 0, 0
1727, 68, 0, 0, 0, 3568, 0, 0
1747, 41, 0, 0, 0, 3586, 0, 0
1763, 18, 0, 0, 0, 3601, 0, 0
1777, 7, 0, 0, 0, 3619, 0, 0
1793, 2, 0, 0, 0, 3636, 0, 0
1813, 3, 0, 0, 0, 3653, 0, 0
1827, 9, 0, 0, 0, 3668, 0, 0
1843, 6, 0, 0, 0, 3684, 0, 0
1863, 11, 0, 0, 0, 3704, 0, 0
1878, 14, 0, 0, 0, 3719, 0, 0
1898, 13, 0, 0, 0, 3737, 0, 0
1913, 19, 0, 0, 0
, 3751, 0, 0
1929, 17, 0, 0, 0, 3769, 0, 0
1943, 18, 0, 0, 0, 3784, 0, 0
1958, 22, 0, 0, 0, 3801, 0, 0
1979, 35, 0, 0, 0, 3819, 0, 0
1994, 72, 0, 0, 0, 3834, 0, 0
2010, 98, 0, 0, 0, 3853, 0, 0
2030, 136, 0, 0, 0, 3868, 0, 0
2045, 170, 0, 0, 0, 3885, 0, 0
2060, 235, 0, 0, 0, 3902, 0, 0
2075, 317, 0, 0, 0, 3918, 0, 0
2096, 382, 0, 0, 0, 3936, 0, 0
2111, 416, 0, 0, 0, 3952, 0, 0
2131, 428, 0, 0, 0, 3971, 0, 0
2142, 437, 0, 0, 0, 3985, 0, 0
2162, 431, 0, 0, 0, 4001, 0, 0
2178, 432, 0, 0, 0, 4019, 0, 0
2198, 426, 0, 0, 0, 4036, 0, 0
2213, 424, 0, 0, 0, 4052, 0, 0
2229, 418, 0, 0, 0, 4070, 0, 0
2244, 406, 0, 0, 0, 4085, 0, 0
2259, 380, 0, 0, 0, 4102, 0, 0
2280, 345, 0, 0, 0, 4118, 0, 0
2295, 309, 0, 0, 0, 4135, 0, 0
2311, 275, 0, 0, 0, 4151, 0, 0
2326, 236, 0, 0, 0, 4168, 0, 0
2347, 182, 0, 0, 0, 4188, 0, 0
2362, 129, 0, 0, 0, 4202, 0, 0
2377, 101, 0, 0, 0, 4219, 0, 0
2393, 80, 0, 0, 0, 4235, 0, 0
2413, 60, 0, 0, 0, 4254, 0, 0
2428, 38, 0, 0, 0, 4270, 0, 0
2443, 34, 0, 0, 0, 4285, 0, 0
2463, 21, 0, 0, 0, 4303, 0, 0
2479, 19, 0, 0, 0, 4318, 0, 0
2494, 21, 0, 0, 0, 4336, 0, 0
2509, 31, 0, 0, 0, 4352, 0, 0
2529, 54, 0, 0, 0, 4369, 0, 0
2544, 79, 0, 0, 0, 4386, 0, 0
2560, 133, 0, 0, 0, 4404, 0, 0
2575, 198, 0, 0, 0, 4419, 0, 0
2595, 328, 0, 0, 0, 4435, 0, 0
2611, 351, 0, 0, 0, 4451, 0, 0
2626, 360, 0, 0, 0, 4468, 0, 0
2641, 348, 0, 0, 0, 4485, 0, 0
2657, 335, 0, 0, 0, 4501, 0, 0
2677, 273, 0, 0, 0, 4520, 0, 0
2688, 239, 0, 0, 0, 4547, 0, 0
2688, 239, 0, 0, 0, 4564, 0, 0
2713, 144, 0, 0, 0, 4579, 0, 0
2754, 75, 0, 0, 0, 4595, 0, 0
2769, 53, 0, 0, 0, 4613, 0, 0
2780, 47, 0, 0, 0, 4634, 0, 0
2799, 53, 0, 0, 0, 4646, 0, 0
2814, 61, 0, 0, 0, 4665, 0, 0
2840, 122, 0, 0, 0, 4679, 0, 0
2850, 136, 0, 0, 0, 4700, 0, 0
2866, 195, 0, 0, 0, 4719, 0, 0
2881, 274, 0, 0, 0, 4734, 0, 0
2907, 365, 0, 0, 0, 4750, 0, 0
2927, 385, 0, 0, 0, 4768, 0, 0
2942, 366, 0, 0, 0, 4786, 0, 0
2948, 360, 0, 0, 0, 4800, 0, 0
2973, 283, 0, 0, 0, 4817, 0, 0
2993, 215, 0, 0, 0, 4834, 0, 0
3008, 158, 0, 0, 0, 4852, 0, 0
3028, 101, 0, 0, 0, 4868, 0, 0
3044, 74, 0, 0, 0, 4884, 0, 0
3059, 59, 0, 0, 0, 4901, 0, 0
3075, 58, 0, 0, 0, 4919, 0, 0
3095, 94, 0, 0, 0, 4934, 0, 0
3115, 183, 0, 0, 0, 4952, 0, 0
3125, 239, 0, 0, 0, 4972, 0, 0
3161, 370, 0, 0, 0, 5013, 0, 0
3181, 362, 0, 0, 0, 5028, 0, 0
3217, 259, 0, 0, 0, 5077, 0, 0
3243, 162, 0, 0, 0, 5085, 0, 0
3258, 120, 0, 0, 0, 5103, 0, 0
3278, 107, 0, 0, 0, 5119, 0, 0
3299, 143, 0, 0, 0, 5137, 0, 0
3309, 174, 0, 0, 0, 5167, 0, 0
3335, 306, 0, 0, 0, 5176, 0, 0
3350, 340, 0, 0, 0, 5193, 0, 0
3365, 357, 0, 0, 0, 5209, 0, 0
3386, 317, 0, 0, 0, 5230, 0, 0
3406, 262, 0, 0, 0, 5251, 0, 0
3427, 230, 0, 0, 0, 5268, 0, 0
3442, 225, 0, 0, 0, 5284, 0, 0
3463, 242, 0, 0, 0, 5301, 0, 0
3473, 267, 0, 0, 0, 5317, 0, 0
3493, 307, 0, 0, 0, 5335, 0, 0
3504, 325, 0, 0, 0, 5350, 0, 0
3524, 363, 0, 0, 0, 5367, 0, 0
3545, 387, 0, 0, 0, 5386, 0, 0
3560, 395, 0, 0, 0, 5402, 0, 0
3575, 406, 0, 0, 0, 5421, 0, 0
3591, 420, 0, 0, 0, 5434, 0, 0
3606, 434, 0, 0, 0, 5452, 0, 0
3621, 441, 0, 0, 0, 5497, 0, 0
3657, 441, 0, 0, 0, 5501, 0, 0
3673, 449, 0, 0, 0, 5518, 0, 0
3683, 446, 0, 0, 0, 5540, 0, 0
3708, 454, 0, 0, 0, 5566, 0, 0
3734, 454, 0, 0, 0, 5576, 0, 0
3749, 462, 0, 0, 0, 5595, 0, 0
3770, 466, 0, 0, 0, 5609, 0, 0
3785, 470, 0, 0, 0, 5630, 0, 0
3801, 472, 0, 0, 0, 5644, 0, 0
3821, 479, 0, 0, 0, 5662, 0, 0
3831, 479, 0, 0, 0, 5682, 0, 0
3852, 481, 0, 0, 0, 5696, 0, 0
3867, 485, 0, 0, 0, 5709, 0, 0
3893, 480, 0, 0, 0, 5732, 0, 0
3903, 479, 0, 0, 0, 5744, 0, 0
3913, 482, 0, 0, 0, 5762, 0, 0
3934, 481, 0, 0, 0, 5777, 0, 0
3949, 485, 0, 0, 0, 5796, 0, 0
3970, 489, 0, 0, 0, 5810, 0, 0
3990, 491, 0, 0, 0, 5830, 0, 0
4000, 495, 0, 0, 0, 5848, 0, 0
4021, 494, 0, 0, 0, 5865, 0, 0
4036, 500, 0, 0, 0, 5885, 0, 0
4051, 502, 0, 0, 0, 5898, 0, 0
4077, 503, 0, 0, 0, 5916, 0, 0
4092, 503, 0, 0, 0, 5937, 0, 0
4108, 511, 0, 0, 0, 5948, 0, 0
4123, 509, 0, 0, 0, 5965, 0, 0
4139, 510, 0, 0, 0, 5983, 0, 0
4159, 514, 0, 0, 0, 5999, 0, 0
4174, 517, 0, 0, 0, 6014, 0, 0
4190, 516, 0, 0, 0, 6031, 0, 0
4205, 515, 0, 0, 0, 6049, 0, 0
4220, 515, 0, 0, 0, 6065, 0, 0
4236, 514, 0, 0, 0, 6082, 0, 0
4256, 513, 0, 0, 0, 6100, 0, 0
4261, 512, 0, 0, 0, 6118, 0, 0
4287, 513, 0, 0, 0, 6135, 0, 0
4307, 511, 0, 0, 0, 6154, 0, 0
4338, 506, 0, 0, 0, 6181, 0, 0
4354, 506, 0, 0, 0, 6204, 0, 0
4379, 496, 0, 0, 0, 6220, 0, 0
4395, 497, 0, 0, 0, 6237, 0, 0
4415, 496, 0, 0, 0, 6258, 0, 0
4430, 498, 0, 0, 0, 6274, 0, 0
4446, 501, 0, 0, 0, 6291, 0, 0
4461, 500, 0, 0, 0, 6308, 0, 0
4487, 500, 0, 0, 0, 6331, 0, 0
4502, 501, 0, 0, 0, 6345, 0, 0
4512, 500, 0, 0, 0, 6363, 0, 0
4533, 502, 0, 0, 0, 6374, 0, 0
4548, 502, 0, 0, 0, 6391, 0, 0
4563, 498, 0, 0, 0, 6408, 0, 0
4584, 497, 0, 0, 0, 6430, 0, 0
4604, 496, 0, 0, 0, 6444, 0, 0
4615, 494, 0, 0, 0, 6458, 0, 0
4635, 492, 0, 0, 0, 6477, 0, 0
4645, 488, 0, 0, 0, 6492, 0, 0
4666, 486, 0, 0, 0, 6508, 0, 0
4691, 481, 0, 0, 0, 6534, 0, 0
4707, 480, 0, 0, 0, 6548, 0, 0
4722, 477, 0, 0, 0, 6565, 0, 0
4743, 473, 0, 0, 0, 6582, 0, 0
4753, 475, 0, 0, 0, 6597, 0, 0
4768, 473, 0, 0, 0, 6614, 0, 0
4789, 471, 0, 0, 0, 6631, 0, 0
4804, 475, 0, 0, 0, 6647, 0, 0
4814, 475, 0, 0, 0, 6668, 0, 0
4840, 471, 0, 0, 0, 6681, 0, 0
4855, 472, 0, 0, 0, 6702, 0, 0
4871, 476, 0, 0, 0, 6713, 0, 0
4881, 475, 0, 0, 0, 6731, 0, 0
4896, 476, 0, 0, 0, 6749, 0, 0
4917, 477, 0, 0, 0, 6763, 0, 0
4932, 476, 0, 0, 0, 6782, 0, 0
4953, 463, 0, 0, 0, 6799, 0, 0
4963, 449, 0, 0, 0, 6814, 0, 0
4988, 415, 0, 0, 0, 6831, 0, 0
5004, 401, 0, 0, 0, 6852, 0, 0
5019, 389, 0, 0, 0, 6863, 0, 0
5035, 369, 0, 0, 0, 6880, 0, 0
5050, 343, 0, 0, 0, 6896, 0, 0
5075, 309, 0, 0, 0, 6918, 0, 0
5096, 263, 0, 0, 0, 6940, 0, 0
5116, 232, 0, 0, 0, 6962, 0, 0
5147, 228, 0, 0, 0, 6990, 0, 0
5168, 231, 0, 0, 0, 7010, 0, 0
5188, 240, 0, 0, 0, 7030, 0, 0
5198, 240, 0, 0, 0, 7044, 0, 0
5219, 242, 0, 0, 0, 7063, 0, 0
5234, 246, 0, 0, 0, 7077, 0, 0
5250, 246, 0, 0, 0, 7099, 0, 0
5265, 246, 0, 0, 0, 7109, 0, 0
5280, 248, 0, 0, 0, 7127, 0, 0
5301, 249, 0, 0, 0, 7147, 0, 0
5316, 246, 0, 0, 0, 7165, 0, 0
5331, 233, 0, 0, 0, 7179, 0, 0
5352, 231, 0, 0, 0, 7195, 0, 0
5367, 226, 0, 0, 0, 7210, 0, 0
5383, 229, 0, 0, 0, 7230, 0, 0
5403, 226, 0, 0, 0, 7245, 0, 0
5424, 230, 0, 0, 0, 7264, 0, 0
5439, 233, 0, 0, 0, 7283, 0, 0
5454, 242, 0, 0, 0, 7298, 0, 0
5470, 253, 0, 0, 0, 7315, 0, 0
5490, 254, 0, 0, 0, 7333, 0, 0
5506, 260, 0, 0, 0, 7355, 0, 0
5526, 267, 0, 0, 0, 7369, 0, 0
5547, 272, 0, 0, 0, 7386, 0, 0
5562, 276, 0, 0, 0, 7403, 0, 0
5577, 272, 0, 0, 0, 7420, 0, 0
5593, 271, 0, 0, 0, 7436, 0, 0
5608, 273, 0, 0, 0, 7453, 0, 0
5628, 275, 0, 0, 0, 7471, 0, 0
5644, 276, 0, 0, 0, 7485, 0, 0
5649, 276, 0, 0, 0, 7504, 0, 0
5680, 279, 0, 0, 0, 7522, 0, 0
5690, 281, 0, 0, 0, 7536, 0, 0
5710, 283, 0, 0, 0, 7553, 0, 0
5726, 289, 0, 0, 0, 7570, 0, 0
5746, 291, 0, 0, 0, 7589, 0, 0
5762, 291, 0, 0, 0, 7604, 0, 0
5777, 296, 0, 0, 0, 7623, 0, 0
5792, 297, 0, 0, 0, 7638, 0, 0
5813, 302, 0, 0, 0, 7654, 0, 0
5828, 312, 0, 0, 0, 7670, 0, 0
5843, 312, 0, 0, 0, 7687, 0, 0
5864, 315, 0, 0, 0, 7704, 0, 0
5879, 320, 0, 0, 0, 7723, 0, 0
5890, 317, 0, 0, 0, 7737, 0, 0
5910, 320, 0, 0, 0, 7754, 0, 0
5931, 323, 0, 0, 0, 7770, 0, 0
5941, 327, 0, 0, 0, 7787, 0, 0
5956, 332, 0, 0, 0, 7804, 0, 0
5977, 332, 0, 0, 0, 7822, 0, 0
5992, 344, 0, 0, 0, 7837, 0, 0
6012, 349, 0, 0, 0, 7854, 0, 0
6033, 354, 0, 0, 0, 7872, 0, 0
6038, 357, 0, 0, 0, 7887, 0, 0
6059, 363, 0, 0, 0, 7906, 0, 0
6079, 366, 0, 0, 0, 7925, 0, 0
6094, 374, 0, 0, 0, 7942, 0, 0
6115, 381, 0, 0, 0, 7958, 0, 0
6130, 381, 0, 0, 0, 7975, 0, 0
6146, 381, 0, 0, 0, 7996, 0, 0
6166, 383, 0, 0, 0, 8009, 0, 0
6176, 387, 0, 0, 0, 8030, 0, 0
6197, 390, 0, 0, 0, 8042, 0, 0
6217, 399, 0, 0, 0, 8059, 0, 0
6233, 402, 0, 0, 0, 8076, 0, 0
6248, 404, 0, 0, 0, 8091, 0, 0
6263, 405, 0, 0, 0, 8108, 0, 0
6279, 409, 0, 0, 0, 8124, 0, 0
6299, 428, 0, 0, 0, 8147, 0, 0
6315, 430, 0, 0, 0, 8160, 0, 0
6330, 440, 0, 0, 0, 8175, 0, 0
6350, 447, 0, 0, 0, 8194, 0, 0
6366, 450, 0, 0, 0, 8210, 0, 0
6381, 456, 0, 0, 0, 8226, 0, 0
6396, 459, 0, 0, 0, 8241, 0, 0
6417, 466, 0, 0, 0, 8258, 0, 0
6432, 471, 0, 0, 0, 8279, 0, 0
6443, 472, 0, 0, 0, 8291, 0, 0
6463, 481, 0, 0, 0, 8309, 0, 0
6483, 480, 0, 0, 0, 8325, 0, 0
6499, 489, 0, 0, 0, 8342, 0, 0
6514, 492, 0, 0, 0, 8360, 0, 0
6535, 498, 0, 0, 0, 8377, 0, 0
6545, 496, 0, 0, 0, 8393, 0, 0
6565, 498, 0, 0, 0, 8409, 0, 0
6581, 506, 0, 0, 0, 8424, 0, 0
6606, 507, 0, 0, 0, 8448, 0, 0
6622, 519, 0, 0, 0, 8466, 0, 0
6637, 518, 0, 0, 0, 8483, 0, 0
6658, 525, 0, 0, 0, 8499, 0, 0
6668, 524, 0, 0, 0, 8515, 0, 0
6688, 526, 0, 0, 0, 8532, 0, 0
6699, 531, 0, 0, 0, 8557, 0, 0
6719, 533, 0, 0, 0, 8565, 0, 0
6739, 536, 0, 0, 0, 8585, 0, 0
6755, 537, 0, 0, 0
, 8601, 0, 0
6770, 537, 0, 0, 0, 8618, 0, 0
6791, 537, 0, 0, 0, 8634, 0, 0
6811, 534, 0, 0, 0, 8665, 0, 0
6827, 529, 0, 0, 0, 8668, 0, 0
6837, 528, 0, 0, 0, 8687, 0, 0
6857, 525, 0, 0, 0, 8703, 0, 0
6873, 524, 0, 0, 0, 8719, 0, 0
6883, 523, 0, 0, 0, 8736, 0, 0
6908, 520, 0, 0, 0, 8754, 0, 0
6919, 518, 0, 0, 0, 8770, 0, 0
6939, 517, 0, 0, 0, 8785, 0, 0
6955, 513, 0, 0, 0, 8803, 0, 0
6975, 506, 0, 0, 0, 8820, 0, 0
6995, 501, 0, 0, 0, 8836, 0, 0
7011, 488, 0, 0, 0, 8853, 0, 0
7026, 475, 0, 0, 0, 8870, 0, 0
7042, 467, 0, 0, 0, 8885, 0, 0
7057, 456, 0, 0, 0, 8903, 0, 0
7077, 438, 0, 0, 0, 8919, 0, 0
7098, 416, 0, 0, 0, 8937, 0, 0
7108, 405, 0, 0, 0, 8953, 0, 0
7123, 395, 0, 0, 0, 8969, 0, 0
7139, 381, 0, 0, 0, 8985, 0, 0
7149, 365, 0, 0, 0, 9003, 0, 0
7175, 356, 0, 0, 0, 9019, 0, 0
7190, 354, 0, 0, 0, 9035, 0, 0
7205, 350, 0, 0, 0, 9053, 0, 0
7216, 341, 0, 0, 0, 9070, 0, 0
7241, 333, 0, 0, 0, 9085, 0, 0
7257, 333, 0, 0, 0, 9102, 0, 0
7272, 331, 0, 0, 0, 9119, 0, 0
7292, 329, 0, 0, 0, 9136, 0, 0
7303, 325, 0, 0, 0, 9152, 0, 0
7323, 327, 0, 0, 0, 9169, 0, 0
7333, 327, 0, 0, 0, 9185, 0, 0
7359, 328, 0, 0, 0, 9203, 0, 0
7374, 332, 0, 0, 0, 9219, 0, 0
7385, 333, 0, 0, 0, 9237, 0, 0
7405, 352, 0, 0, 0, 9252, 0, 0
7426, 377, 0, 0, 0, 9269, 0, 0
7446, 391, 0, 0, 0, 9287, 0, 0
7461, 414, 0, 0, 0, 9303, 0, 0
7477, 442, 0, 0, 0, 9320, 0, 0
7487, 449, 0, 0, 0, 9335, 0, 0
7507, 458, 0, 0, 0, 9354, 0, 0
7523, 466, 0, 0, 0, 9370, 0, 0
7543, 475, 0, 0, 0, 9385, 0, 0
7554, 478, 0, 0, 0, 9403, 0, 0
7574, 485, 0, 0, 0, 9418, 0, 0
7589, 488, 0, 0, 0, 9437, 0, 0
7605, 492, 0, 0, 0, 9453, 0, 0
7625, 501, 0, 0, 0, 9470, 0, 0
7641, 504, 0, 0, 0, 9486, 0, 0
7661, 512, 0, 0, 0, 9504, 0, 0
7676, 509, 0, 0, 0, 9526, 0, 0
7692, 511, 0, 0, 0, 9536, 0, 0
7707, 523, 0, 0, 0, 9555, 0, 0
7728, 529, 0, 0, 0, 9570, 0, 0
7743, 537, 0, 0, 0, 9587, 0, 0
7758, 541, 0, 0, 0, 9604, 0, 0
7779, 545, 0, 0, 0, 9623, 0, 0
7794, 546, 0, 0, 0, 9639, 0, 0
7810, 546, 0, 0, 0, 9656, 0, 0
7830, 550, 0, 0, 0, 9673, 0, 0
7845, 554, 0, 0, 0, 9690, 0, 0
7856, 553, 0, 0, 0, 9704, 0, 0
7876, 556, 0, 0, 0, 9722, 0, 0
7891, 557, 0, 0, 0, 9739, 0, 0
7912, 556, 0, 0, 0, 9754, 0, 0
7927, 560, 0, 0, 0, 9770, 0, 0
7943, 559, 0, 0, 0, 9788, 0, 0
7958, 562, 0, 0, 0, 9804, 0, 0
7973, 564, 0, 0, 0, 9820, 0, 0
7994, 569, 0, 0, 0, 9837, 0, 0
8009, 570, 0, 0, 0, 9853, 0, 0
8030, 570, 0, 0, 0, 9871, 0, 0
8040, 571, 0, 0, 0, 9888, 0, 0
8055, 573, 0, 0, 0, 9905, 0, 0
8076, 577, 0, 0, 0, 9920, 0, 0
8096, 584, 0, 0, 0, 9937, 0, 0
8096, 584, 0, 0, 0, 9955, 0, 0
8127, 589, 0, 0, 0, 9971, 0, 0
8142, 594, 0, 0, 0, 9987, 0, 0
8158, 592, 0, 0, 0, 10004, 0, 0
8178, 597, 0, 0, 0, 10032, 0, 0
8204, 597, 0, 0, 0, 10050, 0, 0
8224, 599, 0, 0, 0, 10068, 0, 0
8235, 600, 0, 0, 0, 10084, 0, 0
8255, 604, 0, 0, 0, 10103, 0, 0
8265, 604, 0, 0, 0, 10120, 0, 0
8281, 604, 0, 0, 0, 10135, 0, 0
8311, 609, 0, 0, 0, 10155, 0, 0
8322, 608, 0, 0, 0, 10171, 0, 0
8342, 604, 0, 0, 0, 10190, 0, 0
8363, 606, 0, 0, 0, 10208, 0, 0
8378, 609, 0, 0, 0, 10223, 0, 0
8393, 612, 0, 0, 0, 10240, 0, 0
8414, 617, 0, 0, 0, 10257, 0, 0
8429, 619, 0, 0, 0, 10277, 0, 0
8444, 620, 0, 0, 0, 10291, 0, 0
8465, 626, 0, 0, 0, 10307, 0, 0
8485, 627, 0, 0, 0, 10326, 0, 0
8496, 626, 0, 0, 0, 10341, 0, 0
8511, 629, 0, 0, 0, 10358, 0, 0
8526, 630, 0, 0, 0, 10374, 0, 0
8547, 634, 0, 0, 0, 10391, 0, 0
8567, 637, 0, 0, 0, 10408, 0, 0
8583, 638, 0, 0, 0, 10425, 0, 0
8598, 637, 0, 0, 0, 10441, 0, 0
8608, 640, 0, 0, 0, 10457, 0, 0
8629, 645, 0, 0, 0, 10473, 0, 0
8649, 648, 0, 0, 0, 10491, 0, 0
8665, 656, 0, 0, 0, 10507, 0, 0
8680, 661, 0, 0, 0, 10524, 0, 0
8690, 663, 0, 0, 0, 10540, 0, 0
8711, 669, 0, 0, 0, 10558, 0, 0
8731, 675, 0, 0, 0, 10576, 0, 0
8747, 682, 0, 0, 0, 10590, 0, 0
8762, 683, 0, 0, 0, 10608, 0, 0
8777, 690, 0, 0, 0, 10624, 0, 0
8793, 698, 0, 0, 0, 10641, 0, 0
8813, 704, 0, 0, 0, 10657, 0, 0
8828, 711, 0, 0, 0, 10674, 0, 0
8849, 717, 0, 0, 0, 10693, 0, 0
8864, 725, 0, 0, 0, 10707, 0, 0
8880, 734, 0, 0, 0, 10724, 0, 0
8895, 739, 0, 0, 0, 10740, 0, 0
8915, 747, 0, 0, 0, 10758, 0, 0
8931, 753, 0, 0, 0, 10773, 0, 0
8946, 760, 0, 0, 0, 10798, 0, 0
8956, 763, 0, 0, 0, 10807, 0, 0
8977, 772, 0, 0, 0, 10824, 0, 0
8997, 781, 0, 0, 0, 10840, 0, 0
9013, 785, 0, 0, 0, 10857, 0, 0
9033, 790, 0, 0, 0, 10877, 0, 0
9043, 794, 0, 0, 0, 10890, 0, 0
9064, 802, 0, 0, 0, 10908, 0, 0
9079, 806, 0, 0, 0, 10924, 0, 0
9100, 813, 0, 0, 0, 10944, 0, 0
9115, 817, 0, 0, 0, 10957, 0, 0
9131, 821, 0, 0, 0, 10974, 0, 0
9146, 825, 0, 0, 0, 10992, 0, 0
9161, 829, 0, 0, 0, 11009, 0, 0
9182, 833, 0, 0, 0, 11024, 0, 0
9202, 837, 0, 0, 0, 11042, 0, 0
9212, 840, 0, 0, 0, 11058, 0, 0
9228, 843, 0, 0, 0, 11075, 0, 0
9259, 850, 0, 0, 0, 11100, 0, 0
9274, 852, 0, 0, 0, 11120, 0, 0
9294, 855, 0, 0, 0, 11138, 0, 0
9305, 856, 0, 0, 0, 11157, 0, 0
9325, 857, 0, 0, 0, 11172, 0, 0
9346, 858, 0, 0, 0, 11188, 0, 0
9361, 860, 0, 0, 0, 11207, 0, 0
9376, 862, 0, 0, 0, 11221, 0, 0
9397, 862, 0, 0, 0, 11239, 0, 0
9407, 863, 0, 0, 0, 11256, 0, 0
9422, 864, 0, 0, 0, 11271, 0, 0
9443, 865, 0, 0, 0, 11289, 0, 0
9463, 865, 0, 0, 0, 11307, 0, 0
9474, 866, 0, 0, 0, 11322, 0, 0
9494, 867, 0, 0, 0, 11341, 0, 0
9509, 868, 0, 0, 0, 11356, 0, 0
9525, 869, 0, 0, 0, 11371, 0, 0
9545, 870, 0, 0, 0, 11387, 0, 0
9561, 871, 0, 0, 0, 11405, 0, 0
9576, 871, 0, 0, 0, 11422, 0, 0
9591, 871, 0, 0, 0, 11438, 0, 0
9607, 871, 0, 0, 0, 11454, 0, 0
9627, 872, 0, 0, 0, 11473, 0, 0
9643, 872, 0, 0, 0, 11487, 0, 0
9663, 872, 0, 0, 0, 11506, 0, 0
9678, 872, 0, 0, 0, 11524, 0, 0
9694, 871, 0, 0, 0, 11540, 0, 0
9709, 871, 0, 0, 0, 11555, 0, 0
9730, 869, 0, 0, 0, 11573, 0, 0
9745, 866, 0, 0, 0, 11591, 0, 0
9760, 862, 0, 0, 0, 11605, 0, 0
9765, 860, 0, 0, 0, 11624, 0, 0
9791, 846, 0, 0, 0, 11638, 0, 0
9811, 824, 0, 0, 0, 11656, 0, 0
9827, 801, 0, 0, 0, 11672, 0, 0
9842, 775, 0, 0, 0, 11689, 0, 0
9858, 745, 0, 0, 0, 11706, 0, 0
9873, 721, 0, 0, 0, 11721, 0, 0
9893, 686, 0, 0, 0, 11739, 0, 0
9914, 664, 0, 0, 0, 11756, 0, 0
9929, 648, 0, 0, 0, 11772, 0, 0
9939, 643, 0, 0, 0, 11788, 0, 0
9960, 621, 0, 0, 0, 11806, 0, 0
9975, 604, 0, 0, 0, 11823, 0, 0
9996, 579, 0, 0, 0, 11837, 0, 0
10011, 552, 0, 0, 0, 11856, 0, 0
10027, 526, 0, 0, 0, 11871, 0, 0
10042, 502, 0, 0, 0, 11889, 0, 0
10057, 478, 0, 0, 0, 11906, 0, 0
10079, 438, 0, 0, 0, 11922, 0, 0
10094, 404, 0, 0, 0, 11938, 0, 0
