Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition, Pressure
248668, 46, 0, 63, 0, 485, 0, 0, 0
3142, 48, 0, 62, 0, 5019, 0, 0, 0
3204, 48, 0, 61, 0, 5060, 0, 0, 0
3224, 47, 0, 60, 0, 5086, 0, 0, 0
3234, 48, 0, 60, 0, 5094, 0, 0, 0
3255, 48, 0, 60, 0, 5156, 0, 0, 0
3311, 47, 0, 61, 0, 5170, 0, 0, 0
3326, 47, 0, 60, 0, 5193, 0, 0, 0
3347, 48, 0, 61, 0, 5205, 0, 0, 0
3362, 47, 0, 61, 0, 5226, 0, 0, 0
3373, 47, 0, 59, 0, 5235, 0, 0, 0
3393, 47, 0, 60, 0, 5254, 0, 0, 0
3407, 48, 0, 59, 0, 5268, 0, 0, 0
3428, 48, 0, 61, 0, 5290, 0, 0, 0
3443, 48, 0, 60, 0, 5302, 0, 0, 0
3464, 47, 0, 58, 0, 5324, 0, 0, 0
3474, 48, 0, 59, 0, 5337, 0, 0, 0
3494, 47, 0, 60, 0, 5353, 0, 0, 0
3515, 48, 0, 58, 0, 5373, 0, 0, 0
3525, 48, 0, 60, 0, 5386, 0, 0, 0
3540, 47, 0, 60, 0, 5403, 0, 0, 0
3561, 48, 1, 61, 0, 5420, 0, 0, 0
3576, 47, 0, 60, 0, 5438, 0, 0, 0
3592, 47, 0, 61, 0, 5452, 0, 0, 0
3612, 47, 0, 60, 0, 5470, 0, 0, 0
3622, 48, 0, 60, 0, 5486, 0, 0, 0
3643, 48, 0, 60, 0, 5504, 0, 0, 0
3663, 48, 0, 61, 0, 5525, 0, 0, 0
3699, 48, 0, 60, 0, 5556, 0, 0, 0
3708, 48, 0, 59, 0, 5572, 0, 0, 0
3724, 48, 1, 60, 0, 5585, 0, 0, 0
3744, 48, 1, 61, 0, 5608, 0, 0, 0
3765, 48, 0, 61, 0, 5623, 0, 0, 0
3780, 47, 0, 61, 0, 5640, 0, 0, 0
3795, 48, 0, 61, 0, 5656, 0, 0, 0
3806, 48, 0, 61, 0, 5676, 0, 0, 0
3831, 47, 0, 61, 0, 5693, 0, 0, 0
3857, 47, 0, 61, 0, 5717, 0, 0, 0
3877, 48, 0, 62, 0, 5737, 0, 0, 0
3883, 48, 0, 61, 0, 5742, 0, 0, 0
3898, 48, 0, 61, 0, 5759, 0, 0, 0
3923, 47, 0, 60, 0, 5783, 0, 0, 0
3934, 47, 0, 60, 0, 5793, 0, 0, 0
3949, 48, 0, 61, 0, 5812, 0, 0, 0
3970, 48, 0, 61, 0, 5830, 0, 0, 0
3985, 48, 0, 61, 0, 5843, 0, 0, 0
4000, 47, 0, 61, 0, 5862, 0, 0, 0
4020, 47, 0, 60, 0, 5879, 0, 0, 0
4035, 48, 0, 60, 0, 5894, 0, 0, 0
4056, 47, 0, 59, 0, 5916, 0, 0, 0
4076, 47, 0, 60, 0, 5935, 0, 0, 0
4091, 47, 0, 60, 0, 5951, 0, 0, 0
4107, 47, 1, 59, 0, 5968, 0, 0, 0
4127, 48, 0, 59, 0, 5989, 0, 0, 0
4153, 47, 0, 59, 0, 6015, 0, 0, 0
4163, 47, 0, 59, 0, 6022, 0, 0, 0
4178, 48, 0, 59, 0, 6039, 0, 0, 0
4199, 47, 1, 59, 0, 6059, 0, 0, 0
4219, 48, 0, 59, 0, 6077, 0, 0, 0
4230, 47, 1, 60, 0, 6088, 0, 0, 0
4245, 47, 0, 60, 0, 6107, 0, 0, 0
4281, 48, 0, 61, 0, 6140, 0, 0, 0
4296, 47, 0, 60, 0, 6157, 0, 0, 0
4311, 48, 0, 60, 0, 6177, 0, 0, 0
4331, 48, 0, 61, 0, 6194, 0, 0, 0
4346, 48, 0, 60, 0, 6215, 0, 0, 0
4367, 48, 0, 60, 0, 6227, 0, 0, 0
4387, 48, 0, 60, 0, 6244, 0, 0, 0
4398, 48, 0, 60, 0, 6260, 0, 0, 0
4418, 47, 0, 60, 0, 6278, 0, 0, 0
4433, 47, 0, 59, 0, 6296, 0, 0, 0
