1525545, 988, 977, 118, 0
1525545, 988, 977, 131, 0
1525545, 988, 977, 149, 0
1525545, 988, 977, 165, 0
1525545, 988, 977, 213, 0
1525545, 988, 977, 231, 0
1525545, 988, 977, 246, 0
1525545, 988, 977, 263, 0
1525545, 988, 977, 280, 0
1525545, 988, 977, 297, 0
1525545, 988, 977, 314, 0
1525545, 988, 977, 331, 0
1525545, 988, 977, 348, 0
1525545, 988, 977, 364, 0
1525545, 988, 977, 381, 0
1525545, 988, 977, 408, 0
1525545, 988, 977, 414, 0
1525545, 988, 977, 431, 0
1525545, 988, 977, 447, 0
1525545, 988, 977, 464, 0
1525545, 988, 977, 481, 0
1525545, 988, 977, 498, 0
1525545, 988, 977, 514, 0
1525545, 988, 977, 531, 0
1525545, 988, 977, 548, 0
1525545, 988, 977, 564, 0
1525545, 988, 977, 581, 0
1525545, 988, 977, 597, 0
1525545, 988, 977, 614, 0
1525545, 988, 977, 631, 0
1525545, 988, 977, 648, 0
1525545, 988, 977, 664, 0
1525545, 988, 977, 680, 0
1525545, 988, 977, 697, 0
1525545, 988, 977, 714, 0
1525545, 988, 977, 730, 0
1525545, 988, 977, 747, 0
1525545, 988, 977, 764, 0
1525545, 988, 977, 780, 0
1525545, 988, 977, 797, 0
1525545, 988, 977, 814, 0
1525545, 988, 977, 831, 0
1525545, 988, 977, 847, 0
1525545, 988, 977, 864, 0
1525545, 988, 977, 881, 0
1525545, 988, 977, 898, 0
1525545, 988, 977, 914, 0
1525545, 988, 977, 931, 0
1525545, 988, 977, 947, 0
1525545, 988, 977, 964, 0
1525545, 988, 977, 980, 0
1525545, 988, 977, 997, 0
1525545, 988, 977, 1014, 0
1525545, 988, 977, 1031, 0
1525545, 988, 977, 1047, 0
1525545, 988, 977, 1064, 0
1525545, 988, 977, 1081, 0
1525545, 988, 977, 1097, 0
1525545, 988, 977, 1114, 0
1525545, 988, 977, 1130, 0
1525545, 988, 977, 1147, 0
1525545, 988, 977, 1164, 0
1525545, 988, 977, 1181, 0
1525545, 988, 977, 1197, 0
1525545, 988, 977, 1214, 0
1525545, 988, 977, 1230, 0
1525545, 988, 977, 1247, 0
1525545, 988, 977, 1263, 0
1525545, 988, 977, 1281, 0
1525545, 988, 977, 1298, 0
1525545, 988, 977, 1314, 0
1525545, 988, 977, 1331, 0
1525545, 988, 977, 1347, 0
1525545, 988, 977, 1364, 0
1525545, 988, 977, 1381, 0
1525545, 988, 977, 1398, 0
1525545, 988, 977, 1414, 0
1525545, 988, 977, 1431, 0
1525545, 988, 977, 1447, 0
1525545, 988, 977, 1464, 0
1525545, 988, 977, 1481, 0
1525545, 988, 977, 1497, 0
1525545, 988, 977, 1514, 0
1525545, 988, 977, 1531, 0
1525545, 988, 977, 1548, 0
1525545, 988, 977, 1564, 0
1525545, 988, 977, 1581, 0
1525545, 988, 977, 1598, 0
1525545, 988, 977, 1615, 0
1525545, 988, 977, 1631, 0
1525545, 988, 977, 1648, 0
1525545, 988, 977, 1664, 0
1525545, 988, 977, 1681, 0
1525545, 988, 977, 1698, 0
1525586, 988, 919, 1713, 0
1525586, 988, 919, 1730, 0
60, 980, 934, 1747, 0
60, 980, 934, 1764, 0
60, 980, 934, 1781, 0
101, 979, 953, 1797, 0
101, 979, 953, 1814, 0
142, 980, 961, 1832, 0
142, 980, 961, 1847, 0
142, 980, 961, 1864, 0
182, 979, 964, 1881, 0
182, 979, 964, 1897, 0
223, 978, 965, 1914, 0
223, 978, 965, 1931, 0
223, 978, 965, 1948, 0
264, 978, 964, 1965, 0
264, 978, 964, 1981, 0
305, 974, 964, 1997, 0
305, 974, 964, 2014, 0
305, 974, 964, 2031, 0
346, 973, 963, 2048, 0
346, 973, 963, 2064, 0
386, 973, 963, 2081, 0
386, 973, 963, 2097, 0
386, 973, 963, 2114, 0
427, 973, 963, 2131, 0
427, 973, 963, 2147, 0
467, 973, 962, 2164, 0
467, 973, 962, 2181, 0
508, 973, 963, 2198, 0
508, 973, 963, 2214, 0
508, 973, 963, 2231, 0
549, 975, 965, 2247, 0
549, 975, 965, 2264, 0
590, 976, 965, 2281, 0
590, 976, 965, 2297, 0
590, 976, 965, 2315, 0
630, 976, 964, 2331, 0
630, 976, 964, 2348, 0
671, 976, 963, 2365, 0
671, 976, 963, 2381, 0
712, 976, 964
, 2398, 0
712, 976, 964, 2414, 0
712, 976, 964, 2431, 0
753, 978, 964, 2447, 0
753, 978, 964, 2464, 0
794, 980, 966, 2481, 0
794, 980, 966, 2498, 0
794, 980, 966, 2514, 0
834, 981, 968, 2531, 0
834, 981, 968, 2548, 0
875, 982, 969, 2564, 0
875, 982, 969, 2581, 0
875, 982, 969, 2598, 0
916, 983, 970, 2614, 0
916, 983, 970, 2631, 0
957, 984, 970, 2647, 0
957, 984, 970, 2664, 0
957, 984, 970, 2681, 0
998, 984, 971, 2698, 0
998, 984, 971, 2715, 0
1039, 984, 971, 2731, 0
1039, 984, 971, 2748, 0
1039, 984, 971, 2764, 0
1079, 985, 972, 2781, 0
1079, 985, 972, 2798, 0
1120, 984, 972, 2814, 0
1120, 984, 972, 2831, 0
1120, 984, 972, 2848, 0
1161, 984, 972, 2864, 0
1161, 984, 972, 2880, 0
1202, 984, 972, 2897, 0
1202, 984, 972, 2914, 0
1243, 983, 972, 2931, 0
1243, 983, 972, 2948, 0
1243, 983, 972, 2964, 0
1284, 983, 972, 2980, 0
1284, 983, 972, 2997, 0
1325, 983, 972, 3014, 0
1325, 983, 972, 3031, 0
1325, 983, 972, 3048, 0
1364, 983, 972, 3063, 0
1364, 983, 972, 3080, 0
1405, 982, 972, 3097, 0
1405, 982, 972, 3114, 0
1405, 982, 972, 3131, 0
1446, 981, 971, 3148, 0
1446, 981, 971, 3164, 0
1487, 981, 970, 3180, 0
1487, 981, 970, 3197, 0
1487, 981, 970, 3214, 0
1528, 980, 970, 3230, 0
1528, 980, 970, 3247, 0
1569, 981, 970, 3264, 0
1569, 981, 970, 3281, 0
1569, 981, 970, 3298, 0
1610, 981, 969, 3314, 0
1610, 981, 969, 3331, 0
1650, 981, 969, 3348, 0
1650, 981, 969, 3364, 0
1650, 981, 969, 3380, 0
1691, 981, 969, 3397, 0
1691, 981, 969, 3414, 0
1732, 981, 969, 3431, 0
1732, 981, 969, 3448, 0
1773, 982, 968, 3464, 0
1773, 982, 968, 3480, 0
1773, 982, 968, 3497, 0
1814, 982, 968, 3514, 0
1814, 982, 968, 3531, 0
1855, 982, 968, 3548, 0
1855, 982, 968, 3565, 0
1855, 982, 968, 3581, 0
1896, 983, 970, 3597, 0
1896, 983, 970, 3614, 0
1937, 983, 970, 3631, 0
1937, 983, 970, 3648, 0
1937, 983, 970, 3664, 0
1977, 984, 971, 3681, 0
1977, 984, 971, 3698, 0
2018, 985, 972, 3714, 0
2018, 985, 972, 3731, 0
2059, 985, 973, 3748, 0
2059, 985, 973, 3764, 0
2059, 985, 973, 3781, 0
2100, 985, 973, 3798, 0
2100, 985, 973, 3815, 0
2141, 985, 973, 3831, 0
2141, 985, 973, 3848, 0
2141, 985, 973, 3865, 0
2182, 985, 974, 3881, 0
2182, 985, 974, 3898, 0
2223, 986, 975, 3915, 0
2223, 986, 975, 3932, 0
2223, 986, 975, 3948, 0
2263, 986, 975, 3965, 0
2263, 986, 975, 3981, 0
2304, 986, 976, 3998, 0
2304, 986, 976, 4015, 0
2304, 986, 976, 4031, 0
2344, 987, 976, 4048, 0
2344, 987, 976, 4064, 0
2385, 987, 976, 4081, 0
2385, 987, 976, 4098, 0
2426, 987, 977, 4115, 0
2426, 987, 977, 4131, 0
2426, 987, 977, 4148, 0
2467, 987, 977, 4165, 0
2467, 987, 977, 4181, 0
2508, 987, 976, 4198, 0
2508, 987, 976, 4214, 0
2508, 987, 976, 4231, 0
2548, 988, 976, 4248, 0
2548, 988, 976, 4264, 0
2589, 987, 975, 4281, 0
2589, 987, 975, 4298, 0
2589, 987, 975, 4314, 0
2630, 986, 974, 4331, 0
2630, 986, 974, 4347, 0
2671, 987, 974, 4364, 0
2671, 987, 974, 4381, 0
2671, 987, 974, 4398, 0
2712, 987, 974, 4415, 0
2712, 987, 974, 4431, 0
2753, 987, 974, 4448, 0
2753, 987, 974, 4465, 0
2753, 987, 974, 4481, 0
2794, 987, 974, 4498, 0
2794, 987, 974, 4514, 0
2835, 987, 973, 4532, 0
2835, 987, 973, 4548, 0
2835, 987, 973, 4565, 0
2875, 987, 974, 4582, 0
2875, 987, 974, 4598, 0
2916, 986, 973, 4615, 0
2916, 986, 973, 4631, 0
2957, 986, 977, 4648, 0
2957, 986, 977, 4664, 0
2957, 986, 977, 4681, 0
2998, 992, 980, 4698, 0
2998, 992, 980, 4714, 0
3039, 994, 977, 4731, 0
3039, 994, 977, 4748, 0
3039, 994, 977, 4764, 0
3080, 954, 923, 4781, 0
3080, 954, 923, 4798, 0
3121, 935, 910, 4815, 0
3121, 935, 910, 4832, 0
3121, 935, 910, 4848, 0
3161, 960, 939, 4865, 0
3161, 960, 939, 4881, 0
3202, 958, 941, 4898, 0
3202, 958, 941, 4915, 0
3202, 958, 941, 4931, 0
3243, 916, 958, 4948, 0
3243, 916, 958, 4965, 0
3283, 916, 958, 4981, 0
3283, 916, 958, 4998, 0
3324, 968, 914, 5015, 0
3324, 968, 914, 5031, 0
3324, 968, 914, 5048, 0
3365, 927, 954, 5065, 0
3365, 927, 954, 5081, 0
3406, 985, 960, 5098, 0
3406, 985, 960, 5115, 0
3406, 985, 960, 5131, 0
3446, 960, 993, 5148, 0
3446, 960, 993, 5165, 0
3487, 1023, 1003, 5181, 0
3487, 1023, 1003, 5198, 0
