Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition, Pressure
34689, 0, 0, 48, 52, 583, 0, 0, 0
109187, 0, 1, 49, 55, 4179, 0, 0, 0
109415, 0, 2, 47, 55, 4192, 0, 0, 0
109814, 0, 1, 48, 55, 4213, 0, 0, 0
110038, 0, 0, 48, 55, 4254, 0, 0, 0
110286, 0, 3, 50, 56, 4269, 0, 0, 0
110510, 0, 2, 49, 55, 4285, 0, 0, 0
110510, 0, 2, 49, 55, 4303, 0, 0, 0
110515, 0, 1, 46, 57, 4334, 0, 0, 0
110515, 0, 1, 46, 57, 4351, 0, 0, 0
110515, 0, 1, 46, 57, 4366, 0, 0, 0
110515, 0, 1, 46, 57, 4392, 0, 0, 0
110613, 0, 0, 49, 55, 4409, 0, 0, 0
110857, 0, 2, 49, 56, 4425, 0, 0, 0
111204, 0, 1, 49, 53, 4443, 0, 0, 0
111339, 0, 1, 49, 56, 4461, 0, 0, 0
111744, 0, 1, 50, 56, 4478, 0, 0, 0
111894, 0, 0, 51, 55, 4499, 0, 0, 0
112029, 0, 1, 48, 55, 4509, 0, 0, 0
112464, 0, 0, 52, 55, 4533, 0, 0, 0
112464, 0, 0, 52, 55, 4547, 0, 0, 0
112651, 0, 2, 48, 55, 4571, 0, 0, 0
112651, 0, 2, 48, 55, 4580, 0, 0, 0
112651, 0, 2, 48, 55, 4603, 0, 0, 0
112698, 0, 2, 48, 56, 4619, 0, 0, 0
112771, 0, 1, 49, 56, 4637, 0, 0, 0
112776, 0, 0, 49, 56, 4654, 0, 0, 0
113077, 0, 1, 48, 55, 4671, 0, 0, 0
113118, 0, 1, 49, 55, 4687, 0, 0, 0
113392, 0, 1, 50, 53, 4704, 0, 0, 0
113553, 0, 0, 49, 56, 4721, 0, 0, 0
113641, 0, 2, 49, 53, 4737, 0, 0, 0
113771, 0, 3, 48, 55, 4755, 0, 0, 0
113952, 0, 0, 50, 56, 4770, 0, 0, 0
114020, 0, 2, 48, 55, 4792, 0, 0, 0
114077, 0, 1, 48, 55, 4804, 0, 0, 0
114098, 0, 1, 48, 55, 4822, 0, 0, 0
114170, 0, 1, 48, 55, 4837, 0, 0, 0
114357, 0, 1, 49, 56, 4869, 0, 0, 0
114378, 0, 1, 48, 57, 4873, 0, 0, 0
114394, 0, 2, 49, 55, 4890, 0, 0, 0
114429, 0, 1, 48, 56, 4906, 0, 0, 0
114844, 0, 1, 48, 57, 4923, 0, 0, 0
114954, 0, 0, 47, 56, 4939, 0, 0, 0
115316, 0, 2, 49, 55, 4956, 0, 0, 0
115436, 0, 1, 48, 56, 4973, 0, 0, 0
115851, 0, 0, 50, 59, 4992, 0, 0, 0
116012, 0, 1, 46, 56, 5006, 0, 0, 0
116286, 0, 0, 48, 56, 5022, 0, 0, 0
116317, 0, 2, 49, 56, 5040, 0, 0, 0
116333, 0, 2, 48, 55, 5056, 0, 0, 0
116359, 0, 2, 47, 54, 5072, 0, 0, 0
116369, 0, 2, 48, 55, 5092, 0, 0, 0
116374, 0, 0, 47, 57, 5106, 0, 0, 0
116405, 0, 1, 49, 55, 5122, 0, 0, 0
116447, 0, 2, 47, 57, 5142, 0, 0, 0
116462, 0, 0, 48, 56, 5156, 0, 0, 0
116489, 0, 1, 47, 55, 5172, 0, 0, 0
116582, 0, 3, 45, 56, 5190, 0, 0, 0
116711, 0, 0, 46, 56, 5206, 0, 0, 0
116975, 0, 1, 47, 55, 5224, 0, 0, 0
117173, 0, 0, 48, 56, 5239, 0, 0, 0
117271, 0, 0, 49, 55, 5256, 0, 0, 0
117427, 0, 1, 47, 54, 5282, 0, 0, 0
117427, 0, 1, 47, 54, 5291, 0, 0, 0
117457, 0, 2, 47, 56, 5306, 0, 0, 0
117510, 0, 1, 50, 56, 5332, 0, 0, 0
117515, 0, 2, 48, 56, 5340, 0, 0, 0
117530, 0, 1, 50, 56, 5358, 0, 0, 0
117530, 0, 1, 50, 56, 5373, 0, 0, 0
117618, 0, 1, 48, 55, 5390, 0, 0, 0
117618, 0, 1, 48, 55, 5407, 0, 0, 0
117852, 0, 2, 47, 56, 5424, 0, 0, 0
118085, 0, 1, 47, 54, 5440, 0, 0, 0
118199, 0, 1, 49, 57, 5459, 0, 0, 0
118231, 0, 0, 48, 55, 5476, 0, 0, 0
118231, 0, 0, 48, 55, 5494, 0, 0, 0
118412, 0, 2, 48, 55, 5508, 0, 0, 0
118728, 0, 1, 46, 56, 5526, 0, 0, 0
118863, 0, 2, 47, 55, 5543, 0, 0, 0
118941, 0, 3, 47, 56, 5558, 0, 0, 0
119080, 0, 1, 48, 56, 5574, 0, 0, 0
119226, 0, 1, 47, 55, 5593, 0, 0, 0
119371, 0, 1, 48, 58, 5613, 0, 0, 0
119475, 0, 2, 47, 57, 5625, 0, 0, 0
119542, 0, 1, 49, 59, 5640, 0, 0, 0
119688, 0, 1, 47, 57, 5669, 0, 0, 0
119708, 0, 1, 45, 55, 5676, 0, 0, 0
119879, 0, 0, 48, 54, 5692, 0, 0, 0
120072, 0, 1, 47, 56, 5708, 0, 0, 0
