Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #, Condition, Pressure
666,  100, 400, 600, 800, 461, 0, 0, 0
666,  100, 400, 600, 800, 3740, 0, 0, 0
666,  100, 400, 600, 800, 3758, 0, 0, 0
666,  100, 400, 600, 800, 3775, 0, 0, 0
666,  100, 400, 600, 800, 3790, 0, 0, 0
666,  100, 400, 600, 800, 3809, 0, 0, 0
666,  100, 400, 600, 800, 3825, 0, 0, 0
666,  100, 400, 600, 800, 3841, 0, 0, 0
666,  100, 400, 600, 800, 3859, 0, 0, 0
666,  100, 400, 600, 800, 3876, 0, 0, 0
666,  100, 400, 600, 800, 3891, 0, 0, 0
666,  100, 400, 600, 800, 3909, 0, 0, 0
666,  100, 400, 600, 800, 3926, 0, 0, 0
666,  100, 400, 600, 800, 3942, 0, 0, 0
666,  100, 400, 600, 800, 3959, 0, 0, 0
666,  100, 400, 600, 800, 3979, 0, 0, 0
666,  100, 400, 600, 800, 3992, 0, 0, 0
666,  100, 400, 600, 800, 4008, 0, 0, 0
666,  100, 400, 600, 800, 4026, 0, 0, 0
666,  100, 400, 600, 800, 4042, 0, 0, 0
666,  100, 400, 600, 800, 4059, 0, 0, 0
666,  100, 400, 600, 800, 4074, 0, 0, 0
666,  100, 400, 600, 800, 4092, 0, 0, 0
666,  100, 400, 600, 800, 4107, 0, 0, 0
666,  100, 400, 600, 800, 4126, 0, 0, 0
666,  100, 400, 600, 800, 4142, 0, 0, 0
666,  100, 400, 600, 800, 4159, 0, 0, 0
666,  100, 400, 600, 800, 4174, 0, 0, 0
666,  100, 400, 600, 800, 4192, 0, 0, 0
666,  100, 400, 600, 800, 4208, 0, 0, 0
666,  100, 400, 600, 800, 4226, 0, 0, 0
666,  100, 400, 600, 800, 4242, 0, 0, 0
666,  100, 400, 600, 800, 4257, 0, 0, 0
666,  100, 400, 600, 800, 4275, 0, 0, 0
666,  100, 400, 600, 800, 4293, 0, 0, 0
666,  100, 400, 600, 800, 4308, 0, 0, 0
666,  100, 400, 600, 800, 4325, 0, 0, 0
666,  100, 400, 600, 800, 4342, 0, 0, 0
666,  100, 400, 600, 800, 4359, 0, 0, 0
666,  100, 400, 600, 800, 4375, 0, 0, 0
666,  100, 400, 600, 800, 4392, 0, 0, 0
666,  100, 400, 600, 800, 4409, 0, 0, 0
