Arduino Time, Processing Time, Sensor 2,20,Newtons,MM,Stiff
22091,212,23,
22091,1583,23,
22091,1601,23,
22091,1618,23,
22091,1635,23,
22091,1651,23,
22091,1669,23,
22091,1684,23,
19,1699,22,
34,1716,21,
54,1734,23,
69,1751,22,
84,1769,22,
99,1785,22,
119,1801,22,
140,1818,22,
149,1833,21,
169,1852,21,
185,1866,22,
200,1885,21,
216,1899,22,
230,1917,21,
250,1933,22,
271,1951,22,
286,1968,23,
301,1983,23,
316,2001,21,
336,2017,22,
352,2033,21,
371,2053,23,
381,2067,22,
402,2083,21,
417,2100,22,
432,2116,21,
447,2133,21,
467,2150,22,
488,2166,21,
502,2183,21,
518,2199,21,
533,2219,21,
553,2232,22,
568,2251,22,
583,2267,22,
599,2285,22,
619,2299,23,
634,2318,22,
649,2334,22,
664,2350,22,
685,2367,22,
700,2383,22,
714,2399,22,
735,2417,23,
750,2434,22,
771,2450,22,
785,2466,22,
800,2484,22,
816,2500,23,
836,2517,23,
850,2533,24,
866,2551,24,
881,2567,24,
902,2583,23,
917,2600,23,
931,2616,24,
947,2633,24,
967,2650,22,
983,2666,23,
1002,2683,23,
1017,2700,24,
1033,2716,23,
1048,2735,24,
1069,2750,24,
1084,2767,24,
1099,2783,23,
1115,2799,24,
1135,2817,24,
1149,2834,24,
1170,2852,23,
1180,2867,24,
1201,2883,23,
1216,2900,24,
1236,2916,23,
1252,2933,24,
1267,2949,23,
1283,2967,23,
1298,2983,23,
1318,3000,23,
1334,3017,22,
1349,3033,22,
1363,3050,22,
1384,3067,23,
1399,3083,24,
1415,3099,22,
1430,3116,23,
1445,3133,22,
1466,3150,23,
1481,3166,22,
1502,3184,22,
1517,3200,23,
1532,3217,22,
1548,3234,22,
1567,3250,21,
1583,3267,23,
1598,3283,23,
1613,3300,22,
1634,3317,22,
1649,3333,22,
1665,3350,21,
1680,3366,22,
1695,3383,22,
1716,3400,22,
1736,3418,19,
1752,3433,17,
1766,3450,17,
1781,3466,15,
1797,3483,15,
1817,3500,12,
1832,3517,11,
1848,3533,9,
1863,3550,9,
1884,3566,9,
1903,3584,8,
1913,3600,8,
1934,3616,7,
1949,3633,7,
1969,3651,8,
1984,3666,6,
1999,3684,5,
2015,3700,5,
2035,3716,4,
2050,3733,4,
2065,3750,3,
2080,3766,4,
2101,3783,4,
2116,3801,4,
2130,3817,4,
2146,3833,2,
2166,3850,3,
2182,3866,3,
2201,3883,2,
2216,3902,2,
2232,3917,3,
2252,3933,2,
2268,3950,3,
2282,3966,2,
2297,3983,1,
2318,4000,2,
2333,4017,3,
2348,4034,2,
2363,4050,2,
2383,4067,2,
2399,4083,2,
2419,4101,0,
2434,4117,1,
2449,4133,1,
2469,4150,1,
2485,4166,1,
2499,4183,1,
2514,4200,0,
2530,4216,1,
2550,4233,1,
2566,4251,1,
2580,4267,0,
2595,4283,1,
2616,4300,1,
2636,4318,1,
2651,4336,1,
2666,4350,2,
2681,4366,1,
2702,4383,1,
2717,4400,1,
2732,4417,1,
2747,4433,1,
2767,4450,1,
2783,4467,2,
2798,4483,2,
2812,4499,1,
2833,4518,1,
2848,4533,1,
2869,4551,1,
2883,4568,2,
2898,4583,3,
2919,4600,2,
2934,4616,2,
2950,4633,1,
2964,4650,2,
2984,4666,3,
3000,4684,3,
3015,4699,2,
3030,4716,3,
3050,4733,1,
3065,4749,1,
3081,4767,2,
3096,4783,1,
3116,4800,2,
3131,4816,1,
3151,4833,1,
3167,4853,1,
3181,4866,1,
3202,4884,1,
3217,4899,1,
3232,4916,1,
3248,4933,1,
3267,4950,1,
3282,4966,1,
3298,4983,1,
3313,4999,1,
3333,5016,1,
3348,5033,2,
3368,5050,2,
3384,5069,2,
3399,5083,2,
3419,5100,2,
3434,5117,1,
3449,5133,3,
3465,5150,1,
3479,5167,2,
3500,5183,2,
3515,5202,3,
3530,5216,3,
3546,5233,2,
3565,5249,2,
3586,5267,2,
3601,5283,2,
3616,5300,1,
3631,5316,2,
3646,5332,1,
3666,5349,2,
3682,5366,2,
3697,5384,2,
3717,5400,3,
3732,5417,2,
3747,5434,2,
3763,5451,2,
3782,5467,3,
3803,5485,3,
3813,5500,2,
3828,5516,3,
3849,5533,2,
3868,5550,3,
3884,5567,1,
3899,5583,2,
3914,5602,2,
3934,5617,2,
3949,5635,2,
3964,5651,2,
3980,5666,3,
4000,5684,2,
4015,5701,3,
4030,5718,2,
4045,5733,2,
4066,5750,2,
4085,5767,3,
4096,5783,4,
4116,5802,3,
4131,5818,2,
4152,5834,2,
4166,5851,2,
4182,5868,2,
4197,5884,2,
4217,5901,3,
4232,5918,2,
4247,5933,2,
4262,5950,2,
4283,5967,1,
4298,5984,2,
4313,6000,1,
4328,6016,2,
4348,6033,2,
4369,6051,2,
4383,6067,1,
4399,6084,2,
4414,6099,2,
4429,6118,2,
4450,6134,2,
4464,6150,3,
4480,6167,4,
4495,6184,3,
4520,6201,2,
4531,6217,3,
4545,6233,1,
4566,6251,3,
4581,6266,2,
4601,6284,3,
4616,6300,2,
4631,6317,3,
4646,6333,3,
4667,6350,2,
4682,6368,3,
4697,6383,3,
4712,6401,2,
4732,6416,2,
4748,6434,2,
4762,6451,2,
4777,6466,3,
4798,6484,2,
4818,6500,1,
4834,6518,2,
4848,6535,2,
4864,6551,2,
4884,6567,2,
4899,6585,2,
4914,6601,2,
4929,6618,2,
4950,6635,2,
4965,6651,2,
4980,6668,2,
4995,6684,1,
5015,6701,2,
5036,6717,1,
5051,6734,2,
5065,6750,2,
5081,6767,1,
5101,6785,2,
5116,6799,3,
5132,6816,2,
5146,6835,2,
5167,6850,2,
5182,6868,2,
5202,6885,2,
5213,6901,4,
5232,6917,2,
5248,6933,2,
5263,6949,3,
5283,6967,3,
5298,6984,3,
5318,7000,3,
5334,7018,3,
5349,7034,2,
5363,7051,2,
5379,7068,2,
5399,7084,3,
5414,7101,3,
5435,7118,2,
5444,7135,3,
5465,7150,3,
5485,7169,2,
5500,7184,3,
5515,7201,2,
5530,7217,3,
5551,7235,3,
5566,7251,3,
5581,7268,3,
5596,7284,3,
5616,7300,4,
5632,7319,4,
5647,7335,4,
5661,7351,3,
5682,7368,3,
5697,7384,4,
5712,7400,3,
5733,7418,4,
5747,7434,3,
5768,7451,3,
5783,7467,3,
5798,7483,4,
5813,7501,3,
5833,7517,3,
5849,7535,4,
5864,7552,3,
5879,7568,4,
5899,7585,3,
5914,7601,3,
5929,7617,3,
5945,7634,3,
5964,7651,2,
5985,7668,3,
6000,7684,3,
6016,7702,3,
6031,7718,3,
6050,7733,2,
6066,7751,3,
6081,7768,3,
6096,7784,2,
6116,7801,2,
6131,7818,3,
6147,7834,3,
6162,7852,4,
6182,7867,3,
6197,7885,3,
6217,7902,3,
6227,7916,3,
6248,7935,3,
6267,7951,3,
6283,7967,4,
6298,7985,3,
6313,8001,3,
6334,8018,3,
6348,8035,3,
6364,8052,5,
6379,8068,3,
6394,8085,3,
6415,8100,3,
6429,8118,3,
6445,8134,4,
6465,8153,3,
6480,8168,3,
6500,8186,3,
6515,8201,3,
6531,8218,3,
6546,8235,3,
6566,8252,3,
6581,8268,3,
6596,8284,3,
6617,8302,3,
6632,8317,4,
6646,8334,3,
6662,8351,3,
6682,8369,2,
6697,8383,4,
6718,8402,3,
6732,8418,3,
6748,8435,3,
6763,8450,3,
6784,8468,4,
6798,8486,3,
6813,8501,3,
6829,8518,3,
6849,8534,4,
6864,8552,3,
6879,8567,3,
6899,8584,5,
6915,8600,4,
6935,8618,4,
6945,8634,4,
6965,8652,5,
6980,8668,4,
7001,8686,4,
7016,8700,4,
7030,8718,4,
7046,8735,4,
7066,8752,2,
7081,8768,4,
7097,8785,4,
7111,8801,4,
7132,8819,4,
7152,8835,3,
7168,8852,4,
7182,8868,4,
7197,8885,4,
7218,8902,3,
7233,8918,4,
7248,8936,4,
7263,8951,3,
7278,8969,4,
7299,8984,3,
7314,9001,3,
7328,9019,3,
7344,9034,4,
7364,9051,4,
7379,9068,3,
7399,9085,4,
7409,9100,4,
7430,9118,4,
7450,9135,3,
7465,9152,4,
7480,9169,3,
7495,9185,4,
7516,9201,4,
7531,9218,3,
7546,9235,3,
7561,9252,3,
7581,9269,3,
7602,9285,3,
7617,9302,4,
7631,9319,3,
7647,9333,3,
7667,9353,3,
7683,9368,4,
7698,9385,3,
7712,9401,3,
7733,9418,2,
7748,9435,4,
7763,9452,3,
7778,9468,2,
7798,9485,2,
7814,9501,2,
7834,9519,2,
7849,9534,1,
7864,9552,2,
7884,9569,2,
7895,9584,1,
7915,9601,2,
7929,9618,1,
7950,9635,1,
7965,9653,1,
7981,9668,2,
7996,9686,2,
8015,9702,1,
8031,9719,1,
8046,9734,1,
8061,9752,2,
8081,9768,2,
8101,9785,2,
8117,9802,2,
8127,9816,2,
8147,9836,2,
8162,9849,2,
8182,9869,2,
8198,9885,1,
8213,9901,2,
8228,9918,1,
